Timestamp,UserID,Action,ResponseTime
2024-06-18 02:45:40,U0040,DOWNLOAD,151.79
2024-06-03 18:49:37,U0005,SEARCH,214.98
2024-06-25 21:47:18,U0048,SEARCH,477.34
2024-06-07 22:21:00,U0039,SEARCH,230.32
2024-06-07 03:04:07,U0005,LOGOUT,329.68
2024-06-18 13:56:09,U0025,DOWNLOAD,35.54
2024-06-08 10:46:06,U0044,ERROR,3370.13
2024-06-22 13:13:36,U0049,LOGIN,86.09
2024-06-18 19:31:39,U0026,LOGOUT,153.77
2024-06-06 12:10:37,U0002,SEARCH,259.54
2024-06-19 18:52:22,U0036,LOGIN,391.98
2024-06-22 15:56:45,U0014,DOWNLOAD,157.08
2024-06-24 20:17:22,U0013,LOGIN,429.36
2024-06-22 22:40:04,U0012,DOWNLOAD,233.65
2024-06-05 06:17:01,U0044,DOWNLOAD,493.56
2024-06-17 20:46:47,U0046,LOGIN,280.24
2024-06-15 13:28:29,U0011,SEARCH,465.12
2024-06-09 10:49:50,U0024,SEARCH,78.25
2024-06-10 18:09:32,U0009,LOGOUT,257.13
2024-06-18 12:28:29,U0036,SEARCH,244.35
2024-06-27 18:42:54,U0009,SEARCH,61.38
2024-06-16 00:20:59,U0026,DOWNLOAD,365.06
2024-06-26 12:28:47,U0027,UPLOAD,415.2
2024-06-04 13:55:32,U0009,DOWNLOAD,328.32
2024-06-22 20:15:29,U0030,SEARCH,185.37
2024-06-27 18:18:54,U0041,SEARCH,388.54
2024-06-07 06:20:03,U0028,SEARCH,436.74
2024-06-07 00:39:29,U0034,LOGIN,99.04
2024-06-16 15:55:37,U0046,LOGOUT,474.79
2024-06-26 04:33:35,U0019,UPLOAD,140.29
2024-06-27 17:46:36,U0018,LOGIN,165.36
2024-06-26 21:32:49,U0006,SEARCH,100.95
2024-06-29 04:30:07,U0010,LOGIN,319.75
2024-06-30 09:02:16,U0022,UPLOAD,290.54
2024-06-02 09:03:27,U0006,LOGIN,327.9
2024-06-28 23:59:13,U0017,SEARCH,388.14
2024-06-21 05:21:31,U0040,SEARCH,259.06
2024-06-27 11:38:37,U0019,SEARCH,165.01
2024-06-12 21:18:12,U0044,ERROR,4109.22
2024-06-03 21:48:13,U0011,ERROR,4384.05
2024-06-10 21:42:14,U0022,SEARCH,170.04
2024-06-16 12:01:50,U0047,DOWNLOAD,185.78
2024-06-20 08:32:18,U0009,UPLOAD,267.19
2024-06-06 03:42:47,U0021,LOGOUT,78.81
2024-06-22 19:49:02,U0016,LOGIN,44.29
2024-06-19 15:34:01,U0040,ERROR,8666.04
2024-06-08 18:03:48,U0021,DOWNLOAD,366.14
2024-06-10 05:10:21,U0049,LOGIN,498.07
2024-06-23 15:52:44,U0032,DOWNLOAD,258.74
2024-06-05 08:54:53,U0026,SEARCH,484.01
2024-06-11 10:39:41,U0038,LOGOUT,44.26
2024-06-25 00:35:36,U0039,DOWNLOAD,334.04
2024-06-23 20:16:24,U0019,SEARCH,426.64
2024-06-21 22:04:02,U0009,DOWNLOAD,369.2
2024-06-20 13:49:30,U0024,LOGIN,44.56
2024-06-28 06:33:50,U0013,LOGOUT,158.53
2024-06-19 18:07:44,U0033,ERROR,4971.22
2024-06-30 15:55:00,U0008,LOGIN,66.41
2024-06-19 02:48:27,U0022,SEARCH,195.49
2024-06-08 00:05:01,U0013,SEARCH,212.67
2024-06-02 22:54:01,U0003,LOGIN,362.52
2024-06-23 23:57:06,U0034,ERROR,5476.03
2024-06-26 00:36:27,U0009,LOGOUT,314.27
2024-06-08 21:19:42,U0026,DOWNLOAD,374.87
2024-06-15 12:37:59,U0038,LOGOUT,417.58
2024-06-26 20:13:15,U0032,SEARCH,163.9
2024-06-01 19:23:00,U0024,LOGOUT,72.61
2024-06-21 05:18:16,U0038,LOGOUT,451.41
2024-06-02 07:02:46,U0039,ERROR,8705.28
2024-06-29 01:58:17,U0037,LOGOUT,44.65
2024-06-24 07:45:48,U0011,SEARCH,366.17
2024-06-19 10:57:13,U0010,UPLOAD,136.25
2024-06-28 19:05:33,U0045,LOGIN,29.09
2024-06-16 05:28:41,U0027,LOGIN,351.44
2024-06-20 22:07:27,U0033,UPLOAD,461.85
2024-06-04 00:33:46,U0046,LOGIN,119.52
2024-06-16 18:42:36,U0043,ERROR,3422.58
2024-06-09 09:46:19,U0030,DOWNLOAD,184.32
2024-06-18 04:46:27,U0044,UPLOAD,366.04
2024-06-13 20:00:15,U0040,ERROR,8618.17
2024-06-14 13:03:57,U0036,LOGOUT,471.91
2024-06-15 10:44:45,U0050,LOGOUT,119.49
2024-06-24 17:43:47,U0021,ERROR,5066.36
2024-06-14 06:36:04,U0019,LOGIN,344.78
2024-06-19 10:22:32,U0026,UPLOAD,478.21
2024-06-08 02:39:25,U0019,LOGIN,478.55
2024-06-04 20:04:33,U0023,DOWNLOAD,334.87
2024-06-24 06:10:04,U0014,LOGOUT,278.52
2024-06-28 06:47:54,U0045,LOGOUT,72.43
2024-06-29 11:42:25,U0016,LOGOUT,341.52
2024-06-26 18:42:29,U0015,SEARCH,45.2
2024-06-21 01:31:51,U0022,SEARCH,68.26
2024-06-07 16:09:38,U0001,DOWNLOAD,489.4
2024-06-08 16:00:52,U0027,SEARCH,442.71
2024-06-24 02:13:48,U0031,SEARCH,382.84
2024-06-14 22:39:53,U0021,LOGOUT,48.4
2024-06-05 08:13:45,U0042,SEARCH,276.87
2024-06-02 19:27:20,U0012,ERROR,7546.56
2024-06-02 18:20:20,U0026,UPLOAD,109.43
2024-06-15 01:15:12,U0003,LOGIN,292.62
2024-06-06 05:00:51,U0022,LOGOUT,494.77
2024-06-27 08:59:27,U0034,ERROR,8450.12
2024-06-25 11:27:01,U0030,LOGOUT,408.23
2024-06-17 01:16:29,U0011,SEARCH,331.18
2024-06-10 00:56:15,U0001,SEARCH,399.57
2024-06-28 13:30:47,U0044,UPLOAD,104.24
2024-06-20 16:25:49,U0028,SEARCH,61.63
2024-06-05 15:07:54,U0012,DOWNLOAD,249.18
2024-06-13 00:59:44,U0001,LOGOUT,133.05
2024-06-13 23:04:15,U0022,LOGOUT,366.98
2024-06-01 13:19:24,U0017,SEARCH,352.53
2024-06-04 00:22:48,U0043,LOGIN,167.27
2024-06-20 16:20:40,U0044,SEARCH,449.66
2024-06-16 02:18:56,U0045,LOGIN,459.74
2024-06-15 07:44:37,U0024,SEARCH,125.18
2024-06-07 11:37:08,U0031,LOGIN,378.91
2024-06-30 09:44:13,U0024,ERROR,4965.65
2024-06-23 20:33:16,U0049,SEARCH,338.77
2024-06-11 14:28:04,U0049,LOGOUT,382.27
2024-06-04 23:23:08,U0034,ERROR,6348.71
2024-06-04 18:59:46,U0037,LOGIN,417.81
2024-06-25 12:56:06,U0013,SEARCH,91.93
2024-06-16 22:17:05,U0034,ERROR,6138.64
2024-06-29 07:24:58,U0032,LOGIN,264.98
2024-06-03 16:49:13,U0030,LOGIN,219.4
2024-06-28 09:00:14,U0004,SEARCH,342.93
2024-06-15 23:02:36,U0047,LOGIN,142.14
2024-06-01 03:30:47,U0048,LOGOUT,55.05
2024-06-21 13:38:35,U0023,SEARCH,279.76
2024-06-03 22:12:10,U0005,DOWNLOAD,246.59
2024-06-14 22:29:05,U0027,LOGIN,85.01
2024-06-21 09:45:25,U0024,DOWNLOAD,203.59
2024-06-19 07:48:54,U0025,LOGIN,482.79
2024-06-27 04:19:49,U0009,SEARCH,186.93
2024-06-09 15:56:12,U0035,LOGOUT,81.13
2024-06-11 19:27:10,U0001,UPLOAD,489.68
2024-06-23 11:26:19,U0044,SEARCH,223.58
2024-06-19 09:53:20,U0015,LOGOUT,186.16
2024-06-14 09:09:18,U0013,DOWNLOAD,368.01
2024-06-06 11:28:24,U0003,UPLOAD,221.24
2024-06-01 18:13:43,U0016,LOGOUT,68.43
2024-06-02 15:07:09,U0029,SEARCH,357.58
2024-06-03 08:42:43,U0016,SEARCH,213.09
2024-06-12 09:01:30,U0035,LOGOUT,434.59
2024-06-03 17:45:43,U0009,SEARCH,158.85
2024-06-28 23:13:01,U0021,SEARCH,390.82
2024-06-16 13:36:06,U0016,LOGOUT,88.77
2024-06-26 07:18:05,U0015,ERROR,2512.63
2024-06-28 00:37:25,U0038,DOWNLOAD,457.56
2024-06-21 17:43:29,U0036,ERROR,8752.0
2024-06-19 12:04:38,U0034,LOGOUT,219.84
2024-06-08 05:51:04,U0020,LOGOUT,382.12
2024-06-23 23:41:21,U0016,UPLOAD,164.35
2024-06-08 00:10:55,U0030,DOWNLOAD,289.95
2024-06-21 05:16:00,U0036,SEARCH,206.44
2024-06-13 09:05:29,U0014,LOGOUT,57.95
2024-06-22 20:02:22,U0024,LOGIN,367.8
2024-06-10 05:55:37,U0004,LOGOUT,343.36
2024-06-30 06:27:18,U0003,DOWNLOAD,110.32
2024-06-29 12:35:04,U0047,SEARCH,124.17
2024-06-11 03:22:24,U0022,LOGOUT,456.32
2024-06-11 06:46:26,U0013,DOWNLOAD,76.31
2024-06-24 05:58:59,U0016,SEARCH,357.81
2024-06-20 06:06:35,U0016,SEARCH,392.25
2024-06-19 11:30:11,U0030,SEARCH,192.44
2024-06-13 16:44:28,U0024,SEARCH,258.69
2024-06-05 18:53:12,U0047,ERROR,7565.59
2024-06-10 20:39:38,U0024,LOGOUT,41.94
2024-06-11 17:48:10,U0048,LOGIN,145.17
2024-06-29 08:26:47,U0038,SEARCH,161.69
2024-06-10 12:34:47,U0022,LOGOUT,293.5
2024-06-12 22:17:46,U0032,SEARCH,472.86
2024-06-17 09:17:27,U0017,UPLOAD,254.54
2024-06-24 19:35:07,U0030,LOGIN,401.59
2024-06-09 05:12:31,U0009,SEARCH,254.39
2024-06-27 07:38:06,U0042,DOWNLOAD,271.49
2024-06-04 14:36:04,U0043,LOGIN,23.06
2024-06-07 16:11:21,U0041,LOGOUT,359.44
2024-06-01 10:39:02,U0014,SEARCH,199.14
2024-06-30 23:49:48,U0041,SEARCH,315.93
2024-06-24 10:58:25,U0043,ERROR,109.18
2024-06-27 18:42:40,U0027,LOGIN,274.12
2024-06-14 08:05:46,U0035,DOWNLOAD,28.23
2024-06-21 21:39:14,U0012,LOGIN,66.23
2024-06-08 05:28:41,U0016,LOGIN,272.7
2024-06-18 04:57:13,U0018,UPLOAD,57.93
2024-06-20 17:03:22,U0030,SEARCH,495.31
2024-06-11 23:08:33,U0020,SEARCH,426.98
2024-06-02 12:54:54,U0006,ERROR,3425.67
2024-06-24 02:35:10,U0004,SEARCH,357.37
2024-06-05 00:20:10,U0032,UPLOAD,329.56
2024-06-17 01:57:29,U0037,DOWNLOAD,487.44
2024-06-26 15:21:00,U0003,LOGOUT,452.61
2024-06-28 12:21:05,U0031,LOGOUT,463.6
2024-06-14 14:39:29,U0035,SEARCH,35.79
2024-06-16 06:24:04,U0002,DOWNLOAD,301.78
2024-06-20 08:02:54,U0005,LOGOUT,290.7
2024-06-28 12:14:54,U0025,SEARCH,279.47
2024-06-19 15:12:47,U0049,SEARCH,399.44
2024-06-04 19:22:29,U0033,SEARCH,186.01
2024-06-05 17:48:43,U0028,LOGOUT,56.49
2024-06-30 09:04:21,U0050,SEARCH,305.89
2024-06-16 20:15:22,U0002,SEARCH,396.1
2024-06-22 20:55:44,U0032,LOGOUT,285.46
2024-06-19 05:24:14,U0028,LOGIN,301.22
2024-06-19 10:49:00,U0006,UPLOAD,161.78
2024-06-12 23:08:05,U0046,LOGIN,148.63
2024-06-19 10:43:55,U0046,UPLOAD,94.05
2024-06-19 21:56:33,U0021,LOGOUT,63.93
2024-06-15 23:09:27,U0029,LOGOUT,149.49
2024-06-07 10:22:54,U0006,LOGIN,235.44
2024-06-27 22:19:08,U0033,ERROR,285.04
2024-06-18 04:20:24,U0036,LOGIN,307.06
2024-06-16 17:59:19,U0025,LOGIN,218.63
2024-06-05 02:40:55,U0047,DOWNLOAD,454.5
2024-06-12 18:48:55,U0037,SEARCH,348.95
2024-06-09 05:29:01,U0009,LOGOUT,148.84
2024-06-08 02:01:35,U0005,LOGIN,152.46
2024-06-15 13:14:12,U0031,UPLOAD,193.34
2024-06-12 23:17:53,U0047,SEARCH,305.03
2024-06-10 11:49:48,U0030,LOGIN,166.24
2024-06-20 05:00:52,U0022,UPLOAD,202.35
2024-06-16 23:56:38,U0029,LOGOUT,411.43
2024-06-29 20:31:04,U0009,LOGOUT,309.54
2024-06-10 18:00:32,U0031,LOGOUT,483.0
2024-06-16 11:49:20,U0019,SEARCH,323.79
2024-06-28 22:56:52,U0016,LOGOUT,154.54
2024-06-20 01:48:09,U0024,LOGIN,290.65
2024-06-29 17:59:40,U0035,LOGIN,388.46
2024-06-02 07:21:34,U0047,ERROR,6389.89
2024-06-22 06:50:13,U0019,UPLOAD,53.2
2024-06-20 20:41:04,U0044,ERROR,5718.36
2024-06-12 17:58:30,U0017,SEARCH,363.31
2024-06-19 07:13:34,U0005,ERROR,5401.51
2024-06-29 06:21:48,U0026,SEARCH,463.28
2024-06-21 07:21:20,U0035,LOGIN,484.85
2024-06-27 01:32:26,U0039,SEARCH,60.79
2024-06-13 01:12:36,U0043,SEARCH,99.84
2024-06-30 17:49:17,U0003,SEARCH,329.61
2024-06-20 09:35:18,U0049,LOGOUT,402.19
2024-06-06 03:26:03,U0001,LOGIN,126.56
2024-06-26 04:26:35,U0036,SEARCH,296.11
2024-06-22 15:22:10,U0024,LOGOUT,390.72
2024-06-29 13:45:25,U0045,SEARCH,185.58
2024-06-02 04:37:03,U0031,LOGIN,219.67
2024-06-05 04:01:41,U0008,UPLOAD,370.47
2024-06-17 21:49:56,U0020,LOGOUT,396.45
2024-06-26 07:08:34,U0031,LOGOUT,66.86
2024-06-22 23:08:21,U0021,LOGIN,41.45
2024-06-06 14:05:02,U0002,UPLOAD,331.03
2024-06-08 23:29:11,U0048,LOGOUT,103.74
2024-06-08 18:34:17,U0022,SEARCH,480.06
2024-06-12 06:07:52,U0026,SEARCH,109.47
2024-06-21 23:28:23,U0026,LOGIN,314.77
2024-06-10 13:53:58,U0029,SEARCH,206.64
2024-06-11 10:15:20,U0014,LOGOUT,357.8
2024-06-04 00:53:31,U0037,LOGIN,438.55
2024-06-10 01:49:26,U0024,LOGOUT,239.62
2024-06-13 17:39:49,U0043,UPLOAD,273.3
2024-06-16 05:08:32,U0039,LOGOUT,208.42
2024-06-06 13:05:24,U0023,LOGOUT,239.77
2024-06-09 09:00:32,U0044,SEARCH,162.77
2024-06-30 19:55:34,U0038,LOGIN,84.29
2024-06-06 17:19:07,U0016,LOGOUT,107.86
2024-06-07 20:41:40,U0033,LOGOUT,306.28
2024-06-28 21:41:51,U0025,ERROR,4405.7
2024-06-27 02:05:32,U0045,DOWNLOAD,466.73
2024-06-09 09:49:59,U0036,LOGIN,158.64
2024-06-10 01:59:08,U0021,UPLOAD,317.32
2024-06-18 10:18:39,U0001,ERROR,1796.4
2024-06-19 15:19:38,U0036,SEARCH,257.59
2024-06-24 20:54:07,U0027,SEARCH,233.05
2024-06-09 02:51:51,U0006,SEARCH,402.02
2024-06-11 16:56:07,U0019,LOGIN,127.92
2024-06-15 00:19:31,U0011,UPLOAD,291.51
2024-06-25 01:04:54,U0036,SEARCH,294.9
2024-06-14 00:06:47,U0050,SEARCH,495.63
2024-06-27 07:31:34,U0049,LOGIN,365.11
2024-06-27 12:32:51,U0014,DOWNLOAD,69.16
2024-06-13 00:23:42,U0020,DOWNLOAD,35.47
2024-06-13 18:12:06,U0023,UPLOAD,61.75
2024-06-06 16:45:52,U0050,UPLOAD,120.74
2024-06-29 12:58:51,U0045,LOGOUT,361.16
2024-06-21 18:51:02,U0011,SEARCH,396.73
2024-06-11 01:06:20,U0004,SEARCH,275.49
2024-06-29 23:23:22,U0035,LOGIN,489.92
2024-06-15 04:56:38,U0019,SEARCH,477.15
2024-06-25 23:20:12,U0044,UPLOAD,85.08
2024-06-20 23:32:39,U0004,DOWNLOAD,436.18
2024-06-07 03:50:07,U0045,UPLOAD,139.85
2024-06-16 15:16:11,U0016,UPLOAD,344.59
2024-06-24 18:15:38,U0010,SEARCH,148.98
2024-06-21 02:36:25,U0025,ERROR,5720.97
2024-06-05 12:27:47,U0026,SEARCH,153.55
2024-06-18 21:59:56,U0030,DOWNLOAD,177.1
2024-06-01 02:52:52,U0050,UPLOAD,64.71
2024-06-23 06:07:55,U0041,SEARCH,191.95
2024-06-04 01:47:08,U0035,LOGOUT,484.7
2024-06-11 06:49:29,U0032,LOGOUT,417.6
2024-06-17 09:30:47,U0036,SEARCH,291.75
2024-06-24 13:27:34,U0022,DOWNLOAD,385.88
2024-06-03 05:31:38,U0007,SEARCH,421.62
2024-06-01 18:58:08,U0008,DOWNLOAD,95.83
2024-06-23 03:52:55,U0001,DOWNLOAD,225.34
2024-06-07 09:41:23,U0042,LOGOUT,439.72
2024-06-14 07:15:20,U0006,SEARCH,140.19
2024-06-19 01:13:45,U0043,DOWNLOAD,99.45
2024-06-20 05:46:17,U0041,LOGOUT,355.73
2024-06-12 08:47:50,U0028,SEARCH,357.78
2024-06-01 01:15:56,U0014,ERROR,1237.66
2024-06-11 23:31:53,U0034,SEARCH,24.46
2024-06-17 16:17:34,U0008,DOWNLOAD,222.71
2024-06-07 09:59:42,U0031,LOGIN,203.87
2024-06-05 23:20:10,U0007,LOGOUT,442.87
2024-06-07 15:46:01,U0025,UPLOAD,381.52
2024-06-07 11:07:35,U0042,DOWNLOAD,88.57
2024-06-26 18:05:12,U0037,LOGIN,332.01
2024-06-22 08:45:10,U0023,SEARCH,321.48
2024-06-08 08:21:49,U0027,SEARCH,232.34
2024-06-11 13:06:30,U0006,DOWNLOAD,87.21
2024-06-06 23:29:18,U0038,SEARCH,188.74
2024-06-21 20:16:26,U0021,UPLOAD,138.94
2024-06-05 02:09:24,U0016,SEARCH,308.0
2024-06-30 11:53:50,U0019,UPLOAD,351.43
2024-06-15 15:26:49,U0014,SEARCH,264.57
2024-06-20 00:25:22,U0019,SEARCH,396.22
2024-06-12 14:51:09,U0032,LOGOUT,135.72
2024-06-29 19:58:42,U0005,SEARCH,489.29
2024-06-18 12:42:35,U0021,LOGIN,433.19
2024-06-28 14:12:40,U0027,LOGOUT,347.81
2024-06-23 20:46:18,U0050,LOGIN,301.93
2024-06-01 16:04:13,U0017,LOGOUT,462.84
2024-06-20 07:40:28,U0033,LOGOUT,362.06
2024-06-21 04:00:48,U0028,SEARCH,59.57
2024-06-27 01:08:35,U0035,SEARCH,153.18
2024-06-16 01:04:03,U0006,SEARCH,117.53
2024-06-08 13:01:38,U0035,LOGOUT,301.49
2024-06-04 05:01:46,U0020,SEARCH,370.38
2024-06-12 14:01:57,U0004,LOGOUT,463.82
2024-06-06 15:08:02,U0030,SEARCH,46.41
2024-06-09 12:38:32,U0008,LOGIN,85.86
2024-06-01 13:13:27,U0011,ERROR,3153.01
2024-06-26 02:36:29,U0047,LOGOUT,198.5
2024-06-14 01:07:59,U0047,DOWNLOAD,390.29
2024-06-02 10:12:09,U0022,UPLOAD,150.55
2024-06-04 02:24:58,U0017,SEARCH,296.79
2024-06-04 17:47:35,U0032,ERROR,3273.11
2024-06-25 06:05:16,U0037,LOGIN,95.51
2024-06-05 23:53:34,U0037,SEARCH,75.36
2024-06-25 16:49:26,U0001,LOGIN,434.21
2024-06-12 20:55:23,U0003,ERROR,3477.67
2024-06-08 06:51:40,U0012,DOWNLOAD,431.59
2024-06-27 20:08:02,U0046,SEARCH,221.3
2024-06-16 14:55:35,U0016,ERROR,6496.58
2024-06-14 04:02:18,U0005,SEARCH,77.31
2024-06-03 13:22:03,U0012,LOGOUT,267.57
2024-06-03 05:30:38,U0026,LOGIN,243.25
2024-06-14 16:54:40,U0050,UPLOAD,177.1
2024-06-27 20:23:53,U0030,LOGIN,116.32
2024-06-28 08:52:56,U0020,SEARCH,136.44
2024-06-18 21:04:11,U0038,DOWNLOAD,498.94
2024-06-10 11:41:01,U0047,DOWNLOAD,385.03
2024-06-12 21:35:36,U0010,LOGIN,216.82
2024-06-12 07:27:43,U0035,LOGOUT,423.0
2024-06-01 11:10:43,U0022,LOGIN,335.51
2024-06-15 22:16:33,U0007,LOGOUT,491.9
2024-06-21 09:07:15,U0032,DOWNLOAD,486.83
2024-06-07 21:52:37,U0046,LOGOUT,41.07
2024-06-12 05:41:06,U0034,ERROR,8065.42
2024-06-23 06:08:32,U0048,LOGIN,65.88
2024-06-07 11:33:17,U0041,UPLOAD,55.92
2024-06-28 13:33:32,U0004,ERROR,8679.75
2024-06-12 11:51:32,U0019,LOGOUT,171.2
2024-06-20 01:49:22,U0045,UPLOAD,176.6
2024-06-22 23:30:04,U0018,LOGOUT,472.91
